"Product Group","Status","Compliance","Channel Polarity","Silicon Family","Package Name","Type","Gate Level","Wide SOA Mosfets","Configuration","OPN in older Technology","V(BR)DSS Min (V)","RDS(on) Max @ VGS = 10 V  (mΩ)","Vgs (V)","Vgs(th) Max (V)","ID Max (A)","PD Max (W)","RDS(on) Max @ VGS = 2.5 V  (mΩ)","RDS(on) Max @ VGS = 4.5 V  (mΩ)","Qg Typ @ VGS = 4.5 V (nC)","Qg Typ @ VGS = 10 V (nC)","Ciss Typ (pF)","Qgd Typ @ VGS = 4.5 V (nC)","Qrr Typ (nC)","Coss Typ (pF)","Crss Typ (pF)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"FDMC7200S","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Dual","0","30","22","20","3","Q1: 7.0, Q2: 13.0","Q1: 1.9, Q2: 2.5","-","Q1: 34, Q2: 13.5","22","7.2","1080","-","-","-","-","WDFN-8 ","1 ","260 ","0.3248 ",
"FDMC7208S","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Dual","0","30","Q1: 9, Q2: 6.4","12","3","Q1: 12.0, Q2: 16.0","1.9","-","Q1: 11.0, Q2: 7.5","14","14","1685","-","-","-","-","WDFN-8 ","1 ","260 ","0.6619 ",
"FDMC7570S","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","25","2","20","3","40","59","-","2.9","9.5","22","3315","-","-","-","-","PQFN-8 ","1 ","260 ","1.1932 ",
"FDMC7660","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","30","2.2","20","2.5","20","41","-","3.3","21","24","3630","-","-","-","-","PQFN-8 ","1 ","260 ","0.722 ",
"FDMC7660DC","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 Dual Cool","Low-Medium Voltage","Logic","0","Single","0","30","2.2","20","2.5","40","78","-","3.3","25","24","3885","-","-","-","-","PQFN-8 ","1 ","260 ","0.667 ",
"FDMC7660S","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","30","2.2","20","2.5","20","41","-","2.95","18","21","3250","-","-","-","-","PQFN-8 ","1 ","260 ","0.5647 ",
"FDMC7672","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","30","7","20","3","16.9","33","-","7","14","18","2925","-","-","-","-","WDFN-8 ","1 ","260 ","0.3623 ",
"FDMC7672S","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","30","6","20","3","14.8","36","-","7.1","14","14","1895","-","-","-","-","WDFN-8 ","1 ","260 ","0.3712 ",
"FDMC7678-L701","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","30","-","-","-","-","-","-","-","-","-","-","-","-","-","-","WDFN-8 ","1 ","260 ","0.3415 ",
"FDMC7680","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","30","7.2","20","3","14.8","31","-","9.5","8","14","2145","-","-","-","-","WDFN-8 ","1 ","260 ","0.5266 ",
"FDMC7692","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","30","8.5","20","3","13.3","29","-","11.5","8","10","1260","-","-","-","-","WDFN-8 ","1 ","260 ","0.3157 ",
"FDMC7696","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","30","11.5","20","3","12","25","-","14.5","-","8","1075","-","-","-","-","WDFN-8 ","1 ","260 ","0.3394 ",
"FDMC8010","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","30","1.3","20","2.5","75","54","-","1.8","32","32","4405","-","-","-","-","PQFN-8 ","1 ","260 ","0.8556 ",
"FDMC8010DC","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 Dual Cool","Low-Medium Voltage","Logic","0","Single","0","30","1.28","3","3","157","50","-","1.74","-","32","4720","-","-","-","-","PQFN-8 ","1 ","260 ","0.4987 ",
"FDMC8015L","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","40","26","±20","3","18","24","-","36","-","6.6","710","2.5","8.6","94","58","WDFN-8 ","1 ","260 ","0.3532 ",
"FDMC8097AC","Active","H Pb   ","Complementary","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Dual","0","150","155","20","4","2.4","1.9","~NA~","~NA~","7.2","1.2","162","1","43","13","1.4","WDFN-8 ","1 ","260 ","1.7547 ",
"FDMC8200","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Dual","0","30","Q1: 20, Q2: 9.5","20","3","Q1: 8.0, Q2: 12.0","Q1: 1.9; Q2: 2.2","-","Q1: 32, Q2: 13.5","7.6","7","1180","-","-","-","-","WDFN-8 ","1 ","260 ","0.4099 ",
"FDMC8200S","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Dual","0","30","Q1: 20, Q2: 10","20","3","Q1: 6.0, Q2: 8.5","Q1: 1.9, Q2: 2.5","-","Q1: 32, Q2: 13.5","-","7.2","1080","-","-","-","-","WDFN-8 ","1 ","260 ","0.4064 ",
"FDMC8321L","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","40","2.5","±20","3","49","40","-","4.1","-","21","2930","5.8","20","1000","60","PQFN-8 ","1 ","260 ","0.9511 ",
"FDMC8321LDC","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 Dual Cool","Low-Medium Voltage","Logic","0","Single","0","40","2.5","±20","3","108","56","-","4.1","-","22","2832","6.1","11","777","66","PQFN-8 ","1 ","260 ","0.8749 ",
"FDMC8327L","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","40","9.7","±20","3","14","30","-","12.5","-","9.7","1235","2.6","10","347","21","WDFN-8 ","1 ","260 ","0.3962 ",
"FDMC8360L","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","40","2.1","±20","3","80","54","-","3.1","-","26","4140","5.7","29","1230","36","PQFN-8 ","1 ","260 ","0.7942 ",
"FDMC8360LET40","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","40","2.1","±20","3","141","75","-","3.1","24","27","3785","8.1","30","1220","57","PQFN-8 ","1 ","260 ","0.7596 ",
"FDMC8462","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","40","5.8","±20","3","20","41","-","8","12","15","2000","5","20","545","80","PQFN-8 ","1 ","260 ","0.8934 ",
"FDMC8554","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","20","5","20","3","16.5","41","-","6.4","12","24","2540","-","-","-","-","WDFN-8 ","1 ","260 ","0.5417 ",
"FDMC8588","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","25","5","12","1.8","40","26","-","5.7","3","12","1228","-","-","-","-","PQFN-8 ","1 ","260 ","0.342 ",
"FDMC86012","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","30","-","12","1.5","88","54","4.7","2.7","-","16","3625","-","-","-","-","PQFN-8 ","1 ","260 ","1.612 ",
"FDMC86102","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","100","24","±20","4","20","41","-","-","-","8","725","3.6","40","175","15","PQFN-8 ","1 ","260 ","0.8344 ",
"FDMC86102L","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","100","23","±20","3","18","41","-","34","-","7.3","999","2.3","45","178","7.6","WDFN-8 ","1 ","260 ","0.5289 ",
"FDMC86102LZ","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","100","24","±20","2.2","22","41","-","35","-","7.6","969","2.5","27","181","9","WDFN-8 ","1 ","260 ","0.6726 ",
"FDMC86116LZ","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","100","103","±20","2.2","7.5","19","-","153","-","2","232","0.7","23","45","2.4","WDFN-8 ","1 ","260 ","0.3485 ",
"FDMC86139P","Active","H Pb   ","P-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","-100","67","±25","-4","-15","40","-","-","-","9.8","1001","3.2","141","178","10","WDFN-8 ","1 ","260 ","0.6714 ",
"FDMC86160","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","100","14","±20","4","43","54","-","-","-","9.8","968","3.5","45","241","11","PQFN-8 ","1 ","260 ","0.9237 ",
"FDMC86160ET100","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","100","14","±20","4","43","65","-","-","-","9.8","968","3.5","45","241","11","PQFN-8 ","1 ","260 ","0.98 ",
"FDMC86184","Active","H Pb   ","N-Channel","PowerTrench® T8","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","100","8.5","±20","4","57","54","-","-","-","14","1490","4.6","96","906","13","PQFN-8 ","1 ","260 ","0.9164 ",
"FDMC8622","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","100","56","±20","4","16","31","-","-","-","3","302","1.4","28","72.5","96","WDFN-8 ","1 ","260 ","0.5456 ",
"FDMC86240","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","150","51","±20","4","16","40","-","-","-","6","680","2.3","63","79","4.3","WDFN-8 ","1 ","260 ","0.9272 ",
"FDMC86244","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","150","134","±20","4","9.4","26","-","-","-","2.4","257","1","38","32","1.8","WDFN-8 ","1 ","260 ","0.4221 ",
"FDMC86248","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","150","90","±20","4","13","36","-","-","-","3.7","393","1.7","48","50","2.6","PQFN-8 ","1 ","260 ","0.759 ",
"FDMC86259P","Active","H Pb   ","P-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","-150","107","±25","-4","-13","62","-","-","-","14","1535","4.3","208","125","6","PQFN-8 ","1 ","260 ","1.1986 ",
"FDMC86260","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","150","34","±20","4","25","54","-","-","-","9.7","1000","3.1","85","105","4.8","PQFN-8 ","1 ","260 ","0.9522 ",
"FDMC86260ET150","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","150","34","±20","4","25","65","-","-","-","9.7","1000","3.1","85","105","4.8","PQFN-8 ","1 ","260 ","0.8685 ",
"FDMC86261P","Active","H Pb   ","P-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","-150","160","±25","-4","-9","40","-","-","-","11","1021","3.7","197","87","4.7","WDFN-8 ","1 ","260 ","0.6831 ",
"FDMC86262P","Active","H Pb   ","P-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","-150","307","±25","-4","-2","40","-","-","-","5.6","632","1.6","166","45","1.3","WDFN-8 ","1 ","260 ","0.4242 ",
"FDMC86320","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","80","11.7","±20","4.5","22","40","-","-","-","24","1985","6.9","27","353","12","WDFN-8 ","1 ","260 ","0.69 ",
"FDMC86324","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","80","23","±20","4","20","41","-","-","-","8","725","3.6","40","175","15","PQFN-8 ","1 ","260 ","0.5515 ",
"FDMC86340","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","80","6.5","±20","4","48","54","-","-","-","31","2775","8","25","468","15","PQFN-8 ","1 ","260 ","0.7475 ",
"FDMC86340ET80","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 33 (u8FL)","Low-Medium Voltage","Standard","0","Single","0","80","6.5","±20","4","68","65","-","-","-","31","2775","8","25","468","15","PQFN-8 ","1 ","260 ","1.4721 ",
"FDMC8651","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","30","-","12","1.5","20","41","9.3","6.1","-","19.4","2530","-","-","-","-","PQFN-8 ","1 ","260 ","0.5097 ",
"FDMC86520DC","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 33 Dual Cool","Low-Medium Voltage","Standard","0","Single","0","60","6.3","±20","4.5","40","73","-","-","-","23","2097","5.5","23","557","745","PQFN-8 ","1 ","260 ","1.2075 ",
"FDMC86520L","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","60","7.9","±20","3","22","40","-","11.7","-","21","3420","4.9","21","638","25","WDFN-8 ","1 ","260 ","0.8887 ",
"FDMC86570L","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","60","4.3","±20","3","84","54","-","6.5","-","29","4790","6.3","26","821","19","PQFN-8 ","1 ","260 ","1.1593 ",
"FDMC86570LET60","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","60","4.3","±20","3","87","65","-","6.5","-","29","4790","6.3","26","821","19","PQFN-8 ","1 ","260 ","1.1275 ",
"FDMC8882","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","30","14.3","20","2.5","16","18","-","22.5","27","7","710","-","-","-","-","WDFN-8 ","1 ","260 ","0.3183 ",
"FDMC89521L","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Single","0","60","17","±20","3","8.2","16","-","27","-","7.9","1228","1.9","11","243","10","WDFN-8 ","1 ","260 ","0.7685 ",
"FDMC9430L-F085","Active","H Pb A P ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Dual","0","40","Q1=Q2=8","±20","3","12","11.4","-","Q1=Q2=11.5","-","15","984","2.1","16","315","18","WDFN-8 ","1 ","260 ","0.8853 ",
"FDME1024NZT","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 22","Low-Medium Voltage","Logic","0","Dual","0","20","-","8","1","3.8","1.4","Q1=Q2=86","Q1=Q2=66","20","3","225","-","-","-","-","UDFN-6 ","1 ","260 ","0.3029 ",
"FDME1034CZT","Active","H Pb   ","Complementary","PowerTrench® T1","Power 22","Low-Medium Voltage","Logic","0","Dual","0","±20","-","8","±1","N: 2.8, P: -2.6","1.4","N:86, P: 213","N: 66, P: 142","-","5.5","305","-","-","-","-","UDFN-6 ","1 ","260 ","0.3452 ",
"FDME410NZT","Consult Sales Office","H Pb   ","N-Channel","PowerTrench® T1","Power 22","Low-Medium Voltage","Logic","0","Single","0","20","-","8","1","7","2.1","31","26","8.5","9.2","770","-","-","-","-","UDFN-6 ","1 ","260 ","0.0 ",
"FDME820NZT","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 22","Low-Medium Voltage","Logic","0","Single","0","20","-","12","1","9","2.1","24","18","15","8.5","865","-","-","-","-","UDFN-6 ","1 ","260 ","0.3143 ",
"FDME905PT","Active","H Pb   ","P-Channel","PowerTrench® T1","Power 22","Low-Medium Voltage","Logic","0","Single","0","-12","-","8","-1","-8","2.1","26","22","5.5","14","1740","-","-","-","-","UDFN-6 ","1 ","260 ","0.2573 ",
"FDML7610S","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 33 (u8FL)","Low-Medium Voltage","Logic","0","Dual","0","30","Q1: 7.5, Q2: 4.2","20","3","Q1: 12.0, Q2: 17.0","Q1: 2.1,Q2:2.2","-","Q1: 12.0, Q2:5.5","-","20","2960","-","-","-","-","WDFN-8 ","1 ","260 ","0.6849 ",
"FDMQ8203","Active","H Pb   ","Complementary","PowerTrench® T1","WDFN-12","Low-Medium Voltage","Standard","0","Dual","0","±100","N: 110, P: 190","±20","Q1,Q4:4.0, Q2,Q3: -3.0","N: 6.0, P: -6.0","Q1: 22, Q2:37","-","-","-","6.4","Q1/Q4= 158, Q2/Q3: 639","Q1/Q4: 0.8 Q2/Q3: 2.6","Q1/Q4: 21 Q2/Q3: 26","Q1/Q4: 41 Q2/Q3: 46","Q1/Q4: 2.6 Q2/Q3: 24","WDFN-12 ","1 ","260 ","0.5996 ",
"FDMQ8205","Active","H Pb   ","Complementary","PowerTrench® T1","WDFN-12","Low-Medium Voltage","Standard","0","Quad","0","80","-","-","-","-","2.5","-","-","-","-","-","-","-","-","-","WDFN-12 ","1 ","260 ","2.4572 ",
"FDMQ8205A","Active","H Pb   ","Complementary","PowerTrench® T1","WDFN-12","Low-Medium Voltage","Standard","0","Quad","0","80","-","-","-","-","2.5","-","-","-","-","-","-","-","-","-","WDFN-12 ","1 ","260 ","1.3741 ",
"FDMQ8403","Active","H Pb   ","N-Channel","PowerTrench® T1","WDFN-12","Low-Medium Voltage","Standard","0","Bridge","0","100","110","±20","4","6","17","-","-","-","1.7","162","0.8","23","43","2.6","WDFN-12 ","1 ","260 ","1.4145 ",
"FDMQ86530L","Active","H Pb   ","N-Channel","PowerTrench® T6","WDFN-12","Low-Medium Voltage","Logic","0","Bridge","0","100","17.5","±20","3","8","22","-","25","-","11","1725","2.3","12","299","10","WDFN-12 ","1 ","260 ","1.3243 ",
"FDMS003N08C","Active","H Pb   ","N-Channel","PowerTrench® T8","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Single","0","80","3.1","20","4","147","2.7","-","8.1","33","52","3820","10","53","1335","44","PQFN-8 ","1 ","260 ","3.1823 ",
"FDMS004N08C","Active","H Pb   ","N-Channel","PowerTrench® T8","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","80","4","±20","4","126","125","-","-","-","25","3035","7","108","940","27","PQFN-8 ","1 ","260 ","1.2097 ",
"FDMS007N08LC","Active","H Pb   ","N-Channel","PowerTrench® T8","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Single","0","80","6.7","20","2.5","84","2.5","-","9.9","16","33","2227","4","24","520","27","PQFN-8 ","1 ","260 ","0.8617 ",
"FDMS0300S","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Single","0","30","2","20","3","49","96","-","2","20","43","6545","-","-","-","-","PQFN-8 ","1 ","260 ","0.6664 ",
"FDMS0306AS","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Single","0","30","2.4","20","3","49","59","-","3","16","20","2670","-","-","-","-","PQFN-8 ","1 ","260 ","0.471 ",
"FDMS0308AS","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Single","0","30","2.8","20","3","49","50","-","3.5","13","16","2255","-","-","-","-","PQFN-8 ","1 ","260 ","0.334 ",
"FDMS0309AS","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Single","0","30","3.5","20","3","49","50","-","4.3","15","16","2255","-","-","-","-","PQFN-8 ","1 ","260 ","0.3167 ",
"FDMS030N06B","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","60","3","±20","4.5","100","104","-","-","-","75","6585","14","85","1720","59","PQFN-8 ","1 ","260 ","1.4605 ",
"FDMS0310AS","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Single","0","30","4.3","20","3","22","41","-","5.2","11","13","1715","-","-","-","-","PQFN-8 ","1 ","260 ","0.3699 ",
"FDMS0312AS","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Single","0","30","5","20","3","22","36","-","6.2","-","11","1365","-","-","-","-","PQFN-8 ","1 ","260 ","0.2247 ",
"FDMS0312S","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Single","0","30","4.9","20","3","42","46","-","5.8","-","15","2120","-","-","-","-","PQFN-8 ","1 ","260 ","0.2255 ",
"FDMS037N08B","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","75","3.7","±20","4.5","100","104.2","-","-","43","76.8","4550","17.4","84","1060","30.2","PQFN-8 ","1 ","260 ","1.0366 ",
"FDMS039N08B","Active","H Pb   ","N-Channel","PowerTrench® T6","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","80","3.9","±20","4.5","100","104","-","-","35","77","5715","16","80","881","15","PQFN-8 ","1 ","260 ","0.9056 ",
"FDMS10C4D2N","Active","H Pb   ","N-Channel","PowerTrench® T8","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","100","4.2","±20","4","124","125","-","-","-","27","2945","9.3","158","1730","20","PQFN-8 ","1 ","260 ","1.2997 ",
"FDMS2572","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","150","47","±20","4","27","78","-","-","-","31","1960","7","130","130","30","DFN-8 ","1 ","260 ","0.9386 ",
"FDMS2672","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","200","77","±20","4","20","78","-","-","28","30","1740","8","238","95","30","DFN-8 ","1 ","260 ","1.0651 ",
"FDMS2734","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","250","122","±20","4","14","78","-","-","21","30","1775","9","214","80","25","DFN-8 ","1 ","260 ","2.3906 ",
"FDMS2D5N08C","Active","H Pb   ","N-Channel","PowerTrench® T8","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","80","2.7","20","4","166","138","-","-","-","54","4455","12","55","1480","59","PQFN-8 ","1 ","260 ","1.4342 ",
"FDMS3500","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Single","0","75","14.5","±20","3","49","96","-","16.3","27","34","3580","11.6","45","225","120","PQFN-8 ","1 ","260 ","0.8118 ",
"FDMS3572","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","100","16.5","±20","4","22","78","-","-","27","28","1870","8","71","275","78","DFN-8 ","1 ","260 ","1.0263 ",
"FDMS3604S","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Dual","0","30","Q1: 8, Q2: 2.8","20","Q1: 2.7 , Q2: 3.0","Q1: 13.0, Q2: 23.0","Q1:2.2, Q2: 2.5","-","Q1: 8.5, Q2: 3.0","27","22","3240","-","-","-","-","PQFN-8 ","1 ","260 ","0.5811 ",
"FDMS3660S","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Dual","0","30","Q1: 8, Q2: 1.8","12","Q1: 2.7, Q2; 2.2","Q1: 13.0, Q2: 30.0","Q1:2.2, Q2: 2.5","-","Q1: 11.0, Q2: 2.2","17","29","4130","-","-","-","-","PQFN-8 ","1 ","260 ","0.7783 ",
"FDMS3662","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","100","14.8","±20","4.5","8.9","104","-","-","12","54","3470","15","71","245","110","PQFN-8 ","1 ","260 ","1.189 ",
"FDMS3664S","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Dual","0","30","Q1: 8, Q2: 2.6","12","Q1: 2.7, Q2; 2.2","Q1: 13.0, Q2: 25.0","Q1:2.2, Q2: 2.5","-","Q1: 11.0, Q2: 3.2","12","17","2515","-","-","-","-","PQFN-8 ","1 ","260 ","0.5175 ",
"FDMS3669S","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Dual","0","30","Q1: 10, Q2: 5","12","Q1: 2.7, Q2; 2.5","Q1: 13.0, Q2: 18.0","Q1:2.2, Q2: 2.5","-","Q1: 14.5, Q2: 5.2","13","12","1469","-","-","-","-","PQFN-8 ","1 ","260 ","0.6785 ",
"FDMS3672","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","100","23","±20","4","22","78","-","-","18","31","2015","8","101","210","90","DFN-8 ","1 ","260 ","1.1388 ",
"FDMS3D5N08LC","Active","H Pb   ","N-Channel","PowerTrench® T8","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Single","0","80","3.5","20","2.5","136","2.5","-","5.1","28","59","4375","7","86","1025","39","PQFN-8 ","1 ","260 ","1.4167 ",
"FDMS4435BZ","Active","H Pb   ","P-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Single","0","-25","20","25","-3","-18","39","-","37","-","18","1540","-","-","-","-","PQFN-8 ","1 ","260 ","0.4492 ",
"FDMS4D0N12C","Active","H Pb   ","N-Channel","PowerTrench® T1","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","120","4","20","4","118","2.7","-","-","-","58","4565","9","175","2045","17","PQFN-8 ","1 ","260 ","2.141 ",
"FDMS4D4N08C","Active","H Pb   ","N-Channel","PowerTrench® T8","Power 56 (SO-8FL)","Low-Medium Voltage","Standard","0","Single","0","80","4.3","±20","4","123","125","-","-","-","25","2920","8","106","1045","35","PQFN-8 ","1 ","260 ","1.1488 ",
"FDMS4D5N08LC","Active","H Pb   ","N-Channel","PowerTrench® T8","Power 56 (SO-8FL)","Low-Medium Voltage","Logic","0","Single","0","80","4.2","20","2.5","116","2.5","-","6.1","24","51","3640","6","38","834","39","PQFN-8 ","1 ","260 ","1.0662 ",
