"Product Group","Status","Compliance","Channel Polarity","Silicon Family","Package Name","Type","Gate Level","Wide SOA Mosfets","Configuration","OPN in older Technology","V(BR)DSS Min (V)","RDS(on) Max @ VGS = 10 V  (mΩ)","VGS Max (V)","Vgs(th) Max (V)","ID Max (A)","PD Max (W)","RDS(on) Max @ VGS = 2.5 V  (mΩ)","RDS(on) Max @ VGS = 4.5 V  (mΩ)","Qg Typ @ VGS = 4.5 V (nC)","Qg Typ @ VGS = 10 V (nC)","Ciss Typ (pF)","Qgd Typ @ VGS = 4.5 V (nC)","Qrr Typ (nC)","Coss Typ (pF)","Crss Typ (pF)","Package Type","MSL Type","MSL Temp (°C)","Reference Price",
"NTHL120N60S5Z","Active"," Pb   ","N-Channel, ","PowerTrench® T1, ","TO-247-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","600, ","120, ","20, ","4, ","28, ","160, ","~NA~, ","~NA~, ","~NA~, ","39, ","2088, ","~NA~, ","3200, ","35, ","4.7, ","TO-247-3LD ","NA ","0 ","3.1643 ",
"NTHL125N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-247-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","125, ","30, ","4, ","24, ","171, ","~NA~, ","44, ","44, ","44, ","2200, ","~NA~, ","4500, ","34, ","4, ","TO-247-3LD ","NA ","0 ","3.0242 ",
"NTHL185N60S5H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-247-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","600, ","185, ","4.3, ","4.3, ","15, ","116, ","~NA~, ","~NA~, ","~NA~, ","25, ","1350, ","~NA~, ","3000, ","25, ","3.2, ","TO-247-3LD ","NA ","0 ","2.5599 ",
"NTHL190N65S3HF","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-247-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","190, ","30, ","5, ","20, ","169, ","-, ","-, ","-, ","35, ","-, ","-, ","286, ","-, ","-, ","TO-247-3LD ","NA ","0 ","2.6264 ",
"NTMT061N60S5F","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","600, ","61, ","30, ","4.8, ","41, ","255, ","~NA~, ","~NA~, ","~NA~, ","76, ","4175, ","~NA~, ","717, ","63, ","15, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","4.5862 ",
"NTMT061N60S5H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","600, ","61, ","30, ","4.3, ","41, ","250, ","~NA~, ","~NA~, ","~NA~, ","73.6, ","4176, ","~NA~, ","7405, ","60.4, ","~NA~, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","3.6724 ",
"NTMT064N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","64, ","30, ","4.2, ","40, ","260, ","~NA~, ","~NA~, ","~NA~, ","77, ","3860, ","~NA~, ","5900, ","58, ","8, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","4.2381 ",
"NTMT080N60S5","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","600, ","80, ","30, ","4, ","40, ","212, ","~NA~, ","~NA~, ","~NA~, ","56.2, ","3029, ","~NA~, ","5167, ","47.1, ","~NA~, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","0.0 ",
"NTMT090N65S3HF","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","90, ","30, ","5, ","36, ","272, ","~NA~, ","~NA~, ","~NA~, ","66, ","2930, ","~NA~, ","379, ","61, ","9, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","3.7767 ",
"NTMT095N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","95, ","30, ","4, ","30, ","208, ","~NA~, ","~NA~, ","~NA~, ","58, ","2833, ","~NA~, ","5800, ","43, ","3.5, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","3.4564 ",
"NTMT100N60S5H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","600, ","100, ","30, ","4.3, ","27, ","179, ","~NA~, ","~NA~, ","~NA~, ","46.6, ","2616, ","~NA~, ","5331, ","39.8, ","~NA~, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","0.0 ",
"NTMT110N65S3HF","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","110, ","30, ","5, ","30, ","240, ","~NA~, ","~NA~, ","~NA~, ","62, ","2635, ","~NA~, ","355, ","52, ","8, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","3.4273 ",
"NTMT125N60S5H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","600, ","125, ","30, ","4.3, ","22, ","152, ","~NA~, ","~NA~, ","~NA~, ","37.1, ","2037, ","~NA~, ","4519, ","31.9, ","~NA~, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","0.0 ",
"NTMT125N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","125, ","30, ","4, ","24, ","171, ","~NA~, ","~NA~, ","~NA~, ","44, ","2200, ","~NA~, ","4300, ","34, ","3, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","2.8673 ",
"NTMT150N65S3HF","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","150, ","30, ","5, ","24, ","192, ","~NA~, ","~NA~, ","~NA~, ","43, ","1985, ","~NA~, ","285, ","40, ","6, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","2.816 ",
"NTMT185N60S5H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","600, ","185, ","30, ","4.3, ","15, ","116, ","~NA~, ","~NA~, ","~NA~, ","25, ","1350, ","~NA~, ","2400, ","25, ","2, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","2.193 ",
"NTMT190N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","190, ","30, ","4, ","16, ","129, ","~NA~, ","~NA~, ","~NA~, ","31, ","1600, ","~NA~, ","2700, ","23, ","2, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","2.2323 ",
"NTMT190N65S3HF","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","190, ","30, ","5, ","20, ","162, ","~NA~, ","~NA~, ","~NA~, ","34, ","1610, ","~NA~, ","255, ","30, ","5, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","2.7229 ",
"NTMT280N60S5Z","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","Power 88, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","600, ","280, ","20, ","4, ","13, ","89, ","~NA~, ","~NA~, ","~NA~, ","18.1, ","979, ","~NA~, ","2115, ","18.5, ","~NA~, ","TDFN4 8.00x8.00x1.00, 2.00P ","1 ","260 ","0.0 ",
"NTP055N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","55, ","30, ","4, ","47, ","305, ","~NA~, ","~NA~, ","~NA~, ","96, ","4305, ","~NA~, ","7700, ","73, ","6, ","TO-220-3 ","NA ","0 ","4.2381 ",
"NTP067N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","67, ","±30, ","4, ","40, ","266, ","~NA~, ","~NA~, ","~NA~, ","80, ","3750, ","~NA~, ","403, ","60, ","1.3, ","TO-220-3 ","NA ","0 ","3.5509 ",
"NTP082N65S3F","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","82, ","30, ","4.5, ","40, ","313, ","-, ","-, ","-, ","81, ","3410, ","32, ","678, ","70, ","-, ","TO-220-3 ","NA ","0 ","3.5708 ",
"NTP082N65S3HF","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","82, ","30, ","5, ","40, ","313, ","~NA~, ","~NA~, ","~NA~, ","81, ","3410, ","~NA~, ","410, ","70, ","11, ","TO-220-3 ","NA ","0 ","3.5196 ",
"NTP095N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","95, ","30, ","4, ","30, ","208, ","~NA~, ","~NA~, ","~NA~, ","58, ","2833, ","~NA~, ","6300, ","43, ","5, ","TO-220-3 ","NA ","0 ","2.7428 ",
"NTP095N65S3HF","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","95, ","30, ","5, ","36, ","272, ","-, ","-, ","-, ","66, ","-, ","-, ","-, ","-, ","-, ","TO-220-3 ","NA ","0 ","2.9341 ",
"NTP110N65S3HF","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","110, ","30, ","5, ","30, ","240, ","-, ","-, ","-, ","62, ","-, ","-, ","-, ","-, ","-, ","TO-220-3 ","NA ","0 ","2.6894 ",
"NTP125N60S5FZ","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","600, ","125, ","20, ","4.8, ","22, ","156, ","~NA~, ","~NA~, ","~NA~, ","39, ","2213, ","~NA~, ","400, ","34, ","3, ","TO-220-3 ","NA ","0 ","0.0 ",
"NTP125N60S5H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","600, ","125, ","30, ","4.3, ","22, ","152, ","~NA~, ","~NA~, ","~NA~, ","37.3, ","2036, ","~NA~, ","4529, ","31.4, ","~NA~, ","TO-220-3 ","NA ","0 ","1.8004 ",
"NTP125N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","125, ","30, ","4, ","24, ","171, ","~NA~, ","~NA~, ","~NA~, ","44, ","2200, ","~NA~, ","4500, ","34, ","3.8, ","TO-220-3 ","NA ","0 ","2.2209 ",
"NTP150N65S3HF","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","150, ","30, ","5, ","24, ","192, ","-, ","-, ","-, ","43, ","-, ","-, ","-, ","-, ","-, ","TO-220-3 ","NA ","0 ","2.1083 ",
"NTP165N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","165, ","30, ","4, ","19, ","142, ","~NA~, ","~NA~, ","~NA~, ","35, ","1808, ","~NA~, ","3600, ","27, ","2.3, ","TO-220-3 ","NA ","0 ","1.8333 ",
"NTP185N60S5H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","600, ","185, ","30, ","4.3, ","15, ","116, ","~NA~, ","~NA~, ","~NA~, ","25, ","1350, ","~NA~, ","3000, ","25, ","2, ","TO-220-3 ","NA ","0 ","1.6193 ",
"NTP190N65S3HF","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","190, ","30, ","5, ","20, ","162, ","-, ","-, ","-, ","34, ","-, ","-, ","264, ","-, ","-, ","TO-220-3 ","NA ","0 ","1.8021 ",
"NTP360N80S3Z","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","800, ","360, ","±30, ","3.8, ","13, ","96, ","~NA~, ","~NA~, ","~NA~, ","25.3, ","1143, ","~NA~, ","3, ","18.1, ","~NA~, ","TO-220-3 ","NA ","0 ","1.4361 ",
"NTPF082N65S3F","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220FP, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","82, ","30, ","5, ","40, ","48, ","-, ","-, ","-, ","70, ","3240, ","27, ","397, ","70, ","-, ","TO-220-3 FullPak ","NA ","0 ","3.2883 ",
"NTPF095N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220FP, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","95, ","30, ","4, ","30, ","208, ","~NA~, ","~NA~, ","~NA~, ","58, ","2833, ","~NA~, ","6300, ","3, ","3.5, ","TO-220-3 FullPak ","NA ","0 ","3.1875 ",
"NTPF110N65S3HF","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220FP, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","110, ","30, ","5, ","30, ","240, ","-, ","-, ","-, ","62, ","-, ","-, ","-, ","-, ","-, ","TO-220-3 FullPak ","NA ","0 ","2.6936 ",
"NTPF125N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220FP, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","125, ","30, ","4, ","24, ","37, ","~NA~, ","~NA~, ","~NA~, ","44, ","2200, ","~NA~, ","4500, ","34, ","3.3, ","TO-220-3 FullPak ","NA ","0 ","2.284 ",
"NTPF150N65S3HF","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220FP, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","150, ","30, ","5, ","24, ","192, ","-, ","-, ","-, ","43, ","-, ","-, ","-, ","-, ","-, ","TO-220-3 FullPak ","NA ","0 ","2.0965 ",
"NTPF165N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220FP, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","165, ","40, ","4, ","19, ","33, ","~NA~, ","~NA~, ","~NA~, ","35, ","1808, ","~NA~, ","3600, ","27, ","2.2, ","TO-220-3 FullPak ","NA ","0 ","1.9164 ",
"NTPF190N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220FP, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","190, ","30, ","4, ","16, ","32, ","~NA~, ","~NA~, ","~NA~, ","31, ","1600, ","~NA~, ","3200, ","23, ","2, ","TO-220-3 FullPak ","NA ","0 ","1.9503 ",
"NTPF190N65S3HF","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220FP, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","190, ","30, ","5, ","20, ","169, ","-, ","-, ","-, ","35, ","-, ","-, ","286, ","-, ","-, ","TO-220-3 FullPak ","NA ","0 ","1.8269 ",
"NTPF250N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220FP, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","250, ","30, ","4, ","13, ","29, ","~NA~, ","~NA~, ","~NA~, ","24, ","1261, ","~NA~, ","2500, ","19, ","2, ","TO-220-3 FullPak ","NA ","0 ","1.6151 ",
"NTPF360N65S3H","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220FP, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","360, ","30, ","4, ","10, ","26, ","~NA~, ","~NA~, ","~NA~, ","17.5, ","916, ","~NA~, ","1900, ","15, ","1.7, ","TO-220-3 FullPak ","NA ","0 ","1.3924 ",
"NTPF360N80S3Z","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220FP, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","800, ","360, ","±30, ","3.8, ","13, ","31, ","~NA~, ","~NA~, ","~NA~, ","25.3, ","1143, ","~NA~, ","3, ","18.1, ","~NA~, ","TO-220-3 FullPak ","NA ","0 ","1.4679 ",
"NTPF450N80S3Z","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220FP, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","800, ","450, ","±20, ","3.8, ","11, ","29.5, ","~NA~, ","~NA~, ","~NA~, ","19.3, ","885, ","~NA~, ","1.5, ","15, ","~NA~, ","TO-220-3 FullPak ","NA ","0 ","1.2566 ",
"NTPF600N80S3Z","Active","H Pb   ","N-Channel, ","PowerTrench® T1, ","TO-220FP, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","800, ","600, ","20, ","3.8, ","8, ","28, ","~NA~, ","~NA~, ","~NA~, ","15.5, ","725, ","~NA~, ","910, ","12, ","0.85, ","TO-220-3 FullPak ","NA ","0 ","1.3281 ",
"NVB055N60S5F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","600, ","55, ","30, ","4.8, ","45, ","275, ","~NA~, ","~NA~, ","~NA~, ","85.2, ","4603, ","~NA~, ","758, ","72.9, ","~NA~, ","D2PAK-3 / TO-263-2 ","1 ","245 ","3.8094 ",
"NVB072N65S3","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","72, ","±30, ","4.5, ","44, ","312, ","~NA~, ","~NA~, ","~NA~, ","82, ","3300, ","~NA~, ","14.3, ","72.8, ","14.6, ","D2PAK-3 / TO-263-2 ","1 ","245 ","3.7949 ",
"NVB082N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","82, ","±30, ","5, ","40, ","313, ","~NA~, ","~NA~, ","~NA~, ","81, ","3410, ","~NA~, ","410, ","70, ","~NA~, ","D2PAK-3 / TO-263-2 ","1 ","245 ","4.0894 ",
"NVB095N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","95, ","30, ","5, ","36, ","272, ","~NA~, ","~NA~, ","~NA~, ","66, ","3020, ","~NA~, ","349, ","61, ","7, ","D2PAK-3 / TO-263-2 ","1 ","245 ","2.8155 ",
"NVB099N65S3","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","99, ","30, ","4.5, ","30, ","227, ","~NA~, ","~NA~, ","~NA~, ","61, ","2480, ","~NA~, ","8.4, ","55, ","-, ","D2PAK-3 / TO-263-2 ","1 ","245 ","2.0302 ",
"NVB110N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","110, ","±30, ","5, ","30, ","240, ","~NA~, ","~NA~, ","~NA~, ","58, ","2560, ","~NA~, ","343, ","50, ","~NA~, ","D2PAK-3 / TO-263-2 ","1 ","245 ","2.6931 ",
"NVB125N65S3","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","125, ","±30, ","4.5, ","24, ","181, ","~NA~, ","~NA~, ","~NA~, ","46, ","1940, ","~NA~, ","5.7, ","40, ","8.5, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.6757 ",
"NVB150N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","150, ","± 30, ","5, ","24, ","192, ","~NA~, ","~NA~, ","~NA~, ","43, ","1999, ","~NA~, ","300, ","40.1, ","~NA~, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.7862 ",
"NVB190N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","190, ","± 30, ","5, ","20, ","162, ","N/A, ","N/A, ","N/A, ","34, ","1605, ","N/A, ","220, ","32, ","59, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.6451 ",
"NVB260N65S3","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","260, ","30, ","4.5, ","12, ","90, ","-, ","-, ","-, ","24, ","1010, ","-, ","3400, ","25, ","-, ","D2PAK-3 / TO-263-2 ","1 ","245 ","1.1139 ",
"NVBG089N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK7, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","89, ","30, ","5, ","37, ","291, ","~NA~, ","~NA~, ","~NA~, ","74, ","3598, ","~NA~, ","414, ","668, ","~NA~, ","D2PAK7 (TO-263-7L HV) ","1 ","260 ","5.1692 ",
"NVBG095N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK7, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","95, ","30, ","5, ","36, ","272, ","~NA~, ","~NA~, ","~NA~, ","66, ","3020, ","~NA~, ","372, ","61, ","~NA~, ","D2PAK7 (TO-263-7L HV) ","1 ","260 ","3.3972 ",
"NVBG110N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK7, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","110, ","30, ","5, ","30, ","240, ","~NA~, ","~NA~, ","~NA~, ","58, ","2560, ","~NA~, ","322, ","50, ","~NA~, ","D2PAK7 (TO-263-7L HV) ","1 ","260 ","2.8895 ",
"NVBG150N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK7, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","150, ","30, ","5, ","24, ","192, ","~NA~, ","~NA~, ","~NA~, ","45, ","2170, ","~NA~, ","277, ","41, ","~NA~, ","D2PAK7 (TO-263-7L HV) ","1 ","260 ","2.4654 ",
"NVBG190N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","D2PAK7, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","190, ","30, ","5, ","20, ","162, ","~NA~, ","~NA~, ","~NA~, ","36, ","1710, ","~NA~, ","224, ","34, ","~NA~, ","D2PAK7 (TO-263-7L HV) ","1 ","260 ","2.1154 ",
"NVCR8LS025N65S3A","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","Bare Die, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","25, ","30, ","4.5, ","75, ","595, ","~NA~, ","~NA~, ","~NA~, ","236, ","7330, ","~NA~, ","26.4, ","197, ","33.6, ","- ","NA ","0 ","0.0 ",
"NVCR8LS040N65S3FA","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","Bare Die, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","40, ","30, ","5, ","65, ","446, ","~NA~, ","~NA~, ","~NA~, ","153, ","5875, ","~NA~, ","840, ","140, ","~NA~, ","- ","NA ","0 ","0.0 ",
"NVD260N65S3T4G","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","DPAK-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","260, ","30, ","4.5, ","12, ","90, ","-, ","-, ","-, ","24, ","1010, ","-, ","3400, ","25, ","-, ","DPAK-3 ","1 ","260 ","1.1554 ",
"NVD360N65S3T4G","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","DPAK-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","360, ","30, ","4.5, ","10, ","86, ","-, ","-, ","-, ","17, ","711, ","-, ","-, ","18, ","-, ","DPAK-3 ","1 ","260 ","0.9824 ",
"NVH040N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","TO-247-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","40, ","30, ","5, ","65, ","446, ","-, ","-, ","-, ","153, ","5875, ","-, ","840, ","140, ","-, ","TO-247-3 ","NA ","0 ","8.2069 ",
"NVH050N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","TO-247-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","50, ","±30, ","5, ","58, ","403, ","~NA~, ","~NA~, ","~NA~, ","123, ","5404, ","~NA~, ","603, ","110, ","13, ","TO-247-3 ","NA ","0 ","5.8929 ",
"NVH082N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","TO-247-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","82, ","30, ","5, ","40, ","313, ","~NA~, ","~NA~, ","~NA~, ","81, ","3410, ","~NA~, ","410, ","70, ","~NA~, ","TO-247-3 ","NA ","0 ","3.8822 ",
"NVH4L027N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","TO-247-4, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","27.4, ","30, ","5, ","75, ","595, ","-, ","-, ","-, ","227, ","7780, ","-, ","1098, ","200, ","-, ","TO-247-4 ","NA ","0 ","11.0688 ",
"NVH4L040N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","TO-247-4, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","40, ","30, ","5, ","65, ","446, ","-, ","-, ","-, ","160, ","5665, ","-, ","745, ","148, ","15.8, ","TO-247-4 ","NA ","0 ","7.2801 ",
"NVH4L050N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","TO-247-4, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","50, ","30, ","5, ","58, ","403, ","-, ","-, ","-, ","119, ","4880, ","-, ","606, ","113, ","-, ","TO-247-4 ","NA ","0 ","5.7042 ",
"NVH4L110N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","TO-247-4, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","110, ","30, ","5, ","30, ","240, ","-, ","-, ","-, ","58, ","2560, ","-, ","343, ","50, ","-, ","TO-247-4 ","NA ","0 ","2.9075 ",
"NVHL025N65S3","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","TO-247-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","25, ","30, ","4.5, ","75, ","595, ","~NA~, ","~NA~, ","~NA~, ","236, ","7330, ","~NA~, ","26.4, ","197, ","33.6, ","TO-247-3LD ","NA ","0 ","11.3427 ",
"NVHL027N65S3F","Active","H Pb A P ","N-Channel, ","PowerTrench® T1, ","TO-247-3, ","High Voltage, ","Standard, ","0, ","Single, ","0, ","650, ","27.4, ","±30, ","5, ","75, ","595, ","~NA~, ","~NA~, ","~NA~, ","227, ","7780, ","~NA~, ","1098, ","200, ","347, ","TO-247-3LD ","NA ","0 ","10.8615 ",
